genres,title,price,id,developer,release_year
['Strategy'],Heroes of Might &amp; Magic V: Hammers of Fate,9.99,15380,Nival,2006
['Action'],Brothers in Arms: Earned in Blood™,9.99,19800,Gearbox Software,2005
['Strategy'],Heroes of Might &amp; Magic V: Tribes of the East,9.99,15370,Nival,2007
['Strategy'],The Settlers®: Rise Of An Empire Gold Edition,19.99,19930,Blue Byte,2008
['Casual'],Brain Spa,9.99,15350,Ubisoft,2007
['Action'],The Sum of All Fears,9.99,19810,Red Storm Entertainment,2002
['Casual'],Peggle™ Nights,4.99,3540,"PopCap Games, Inc.",2008
['Indie'],World of Goo,9.99,22000,2D BOY,2008
"['Action', 'Simulation', 'Strategy']",X3: Terran Conflict,15.99,2820,Egosoft,2008
['Action'],Mare Nostrum,0.0,1230,Sandstorm Productions,2008
"['Casual', 'Indie']",Spectraball,4.99,18300,Shorebound Studios,2008
"['Indie', 'Casual', 'Sports']",Galactic Bowling,19.99,20200,Perpetual FX Creative,2008
"['Action', 'Adventure']",Bully: Scholarship Edition,14.99,12200,Rockstar New England,2008
['Action'],Far Cry® 2: Fortune's Edition,9.99,19900,Ubisoft Montreal,2008
"['Action', 'Indie', 'Strategy']",Space Trader: Merchant Marine,4.99,11240,Meridian4,2008
['Simulation'],PRR Wagon Pack 01,4.99,256522,RailSimulator.com,2009
['Simulation'],"Class 421 London South East ""Jaffa Cake""",4.99,275144,RailSimulator.com,2009
['Simulation'],ATSF Wagon Pack 01,4.99,256521,RailSimulator.com,2009
['Simulation'],GP20 Union Pacific Add-on Livery,4.99,222569,Reppo,2009
['Simulation'],UK Van Wagon Pack,4.99,256535,RailSimulator.com,2009
['Simulation'],CSX SD70MAC Add-on Livery,4.99,256611,Dovetail Games,2009
['Simulation'],CSX ES44AC Add-on Livery,4.99,256576,Dovetail Games,2009
['Action'],Saints Row 2,9.99,9480,Volition,2009
['Action'],Dead Space,19.99,17470,EA Redwood Shores,2008
['RPG'],Rise of the Argonauts,9.99,12770,Liquid Entertainment,2008
"['Action', 'Adventure']",Mirror's Edge™,19.99,17410,DICE,2009
"['Indie', 'Strategy']",Defense Grid: The Awakening,9.99,18500,Hidden Path Entertainment,2008
['Action'],F.E.A.R. 2: Project Origin,14.99,16450,Monolith,2009
"['Strategy', 'Indie']",Harvest: Massive Encounter,7.99,15400,Oxeye Game Studio,2008
"['Indie', 'Strategy']",Mayhem Intergalactic,9.99,18600,Inventive Dingo,2007
"['Action', 'Indie']",Larva Mortus,4.99,11340,Meridian4,2009
['Strategy'],Knights of Honor,9.99,25830,Black Sea Studios Ltd,2005
"['Action', 'Adventure', 'Strategy']",Ceville,5.99,23460,Realmforge Studios,2009
['Strategy'],Empire: Total War™ - Special Forces Units &amp; Bonus Content,2.99,10600,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2009
['Action'],Watchmen: The End is Nigh,4.99,21010,Deadline Games,2009
"['Action', 'Adventure', 'Indie']",Penumbra Overture,9.99,22180,Frictional Games,2007
['Action'],Unreal Tournament 3 Black,19.99,13210,"Epic Games, Inc.",2007
['RPG'],Drakensang,9.99,12640,Radon Labs,2009
"['Indie', 'Simulation']",The Graveyard,4.99,27020,Tale of Tales,2008
['Racing'],Burnout Paradise: The Ultimate Box,19.99,24740,Criterion Games,2009
"['Action', 'Indie']",The Maw,9.99,26000,Twisted Pixel Games,2009
"['Action', 'Indie']",The Maw: River Redirect,1.25,26006,Twisted Pixel Games,2009
"['Action', 'Indie']",The Maw: Brute Force,1.25,26005,Twisted Pixel Games,2009
"['Casual', 'Indie']",Obulis,4.99,11330,IonFX,2009
['Indie'],Space Giraffe,9.99,27800,Llamasoft LTD,2009
"['Simulation', 'Strategy']",Codename: Panzers - Cold War,14.99,9850,"InnoGlow,Stormregion,THQ Nordic",2009
['Casual'],Escape Rosecliff Island,4.99,3600,SpinTop Games,2009
"['RPG', 'Massively Multiplayer']",Guild Wars Nightfall®,19.99,29580,ArenaNet®,2006
"['RPG', 'Massively Multiplayer']",Guild Wars® Game of the Year Edition,19.99,29540,ArenaNet®,2005
"['RPG', 'Massively Multiplayer']",Guild Wars Factions®,19.99,29560,ArenaNet®,2006
"['Massively Multiplayer', 'RPG']",Guild Wars Trilogy,29.99,29570,ArenaNet®,2008
['Casual'],Puzzle Kingdoms,14.99,23700,Infinite Interactive,2009
['Casual'],Samantha Swift and the Golden Touch,9.99,16060,MumboJumbo,2009
['RPG'],Two Worlds Epic Edition,9.99,1930,Reality Pump Studios,2009
['Strategy'],Helldorado,9.99,18470,Spellbound,2009
"['Action', 'Adventure', 'RPG']",X-Blades,9.99,7510,Gaijin Entertainment,2009
"['Action', 'Indie']",Zeno Clash,9.99,22200,ACE Team,2009
['Indie'],The Maw: Speeder Lane,1.25,26007,Twisted Pixel Games,2009
"['RPG', 'Strategy']",King's Bounty: The Legend,6.99,25900,1C Company,2008
"['Casual', 'Simulation']",Virtual Families,9.99,16200,Last Day of Work,2009
['Racing'],Death Track®: Resurrection,2.99,7840,Sky Fallen,2009
"['RPG', 'Strategy']",Freedom Force vs. the Third Reich,4.99,8890,Irrational Games,2005
"['RPG', 'Strategy']",Freedom Force,4.99,8880,Irrational Games,2002
"['Indie', 'Simulation', 'Strategy']",Light of Altair,14.99,34500,SaintXi,2009
"['Action', 'Simulation']",Darkest Hour: Europe '44-'45,0.0,1280,Darklight Games,2009
"['Action', 'Adventure']",Prototype™,19.99,10150,Radical Entertainment,2009
['Strategy'],Port Royale 2,4.99,12470,Ascaron Entertainment ltd.,2004
['RPG'],The Elder Scrolls IV: Oblivion® Game of the Year Edition,14.99,22330,Bethesda Game Studios,2007
['RPG'],The Elder Scrolls III: Morrowind® Game of the Year Edition,14.99,22320,Bethesda Game Studios,2002
['Adventure'],Ankh 2: Heart of Osiris,4.99,12440,Deck 13,2007
['Simulation'],Armored Fist 3,9.99,32710,NovaLogic,1999
['Simulation'],MiG-29 Fulcrum,9.99,32740,NovaLogic,1998
['Strategy'],BC Kings,4.99,12460,Mascot Entertainment,2008
['Action'],Call of Juarez®: Bound in Blood,9.99,21980,Techland,2009
['Adventure'],Nancy Drew®: Legend of the Crystal Skull,6.99,31860,HeR Interactive,2007
['Adventure'],Nancy Drew®: The Creature of Kapu Cave,6.99,31900,HeR Interactive,2006
['Adventure'],Nancy Drew®: The Phantom of Venice,6.99,31920,HeR Interactive,2008
['Adventure'],Nancy Drew®: The White Wolf of Icicle Creek,6.99,31930,HeR Interactive,2007
"['Casual', 'Indie']",BRAINPIPE: A Plunge to Unhumanity,0.0,35800,Digital Eel,2008
"['Simulation', 'Sports']",Hunting Unlimited 2010,9.99,12690,Unknown,2009
['Adventure'],Tales of Monkey Island Complete Pack,19.99,31170,Telltale Games,2009
['Action'],Street Fighter® IV,19.99,21660,Capcom,2009
"['Action', 'Adventure', 'Racing', 'Simulation', 'Strategy']",Thrillville®: Off the Rails™,9.99,6080,Frontier,2007
['Adventure'],Indiana Jones® and the Fate of Atlantis™,5.99,6010,LucasArts,1992
['Action'],Armed and Dangerous®,5.99,6090,Planet Moon Studios,2003
['Action'],"Star Wars: Battlefront 2 (Classic, 2005)",9.99,6060,Pandemic Studios,2005
['Adventure'],Indiana Jones® and the Last Crusade™,5.99,32310,LucasArts,1989
"['Action', 'Adventure']",LEGO® Indiana Jones™: The Original Adventures,19.99,32330,Traveller's Tales,2008
['Adventure'],The Secret of Monkey Island: Special Edition,9.99,32360,LucasArts,2009
['Strategy'],Warfare,12.99,35300,GFI Russia,2008
"['Action', 'Racing']",Clutch,9.99,35310,Targem Games,2009
['Adventure'],Nancy Drew®: Ransom of the Seven Ships,6.99,31980,HeR Interactive,2009
['Sports'],3D Ultra™ Minigolf Adventures,9.99,10140,Wanako Games,2006
['Adventure'],King's Quest™ Collection,19.99,10100,Sierra,2006
['Action'],TimeShift™,19.99,10130,Saber Interactive,2007
['Adventure'],Space Quest™ Collection,19.99,10110,Sierra,2006
['Action'],Killing Floor Outbreak Character Pack,7.99,1256,Tripwire Interactive,2009
"['Action', 'Casual']",Aces of the Galaxy™,9.99,10120,Artech Studios,2008
"['Simulation', 'Strategy']",Tropico Reloaded,6.99,33520,"PopTop Software,BreakAway Games,Frog City Software",2009
['Casual'],Mystery P.I. - Lost in Los Angeles,4.99,3610,SpinTop Games,2009
['Action'],Bionic Commando: Rearmed,9.99,21680,Capcom,2008
"['Action', 'Adventure']",Bionic Commando,9.99,21670,Capcom,2009
['Action'],Watchmen: The End is Nigh Part 2,4.99,21030,Deadline Games,2009
"['Action', 'Indie']",Foreign Legion: Buckets of Blood,4.99,36000,Sakari Indie,2009
"['Adventure', 'RPG']",STAR WARS™ - Knights of the Old Republic™,9.99,32370,"BioWare,Aspyr (Mac)",2003
"['Indie', 'Casual']",Osmos,9.99,29180,Hemisphere Games,2009
['RPG'],Fallout 2: A Post Nuclear Role Playing Game,9.99,38410,Black Isle Studios,1998
['Strategy'],Fallout Tactics: Brotherhood of Steel,9.99,38420,14° East,2001
['Action'],Kingpin — Life of Crime,9.99,38430,Xatrix Entertainment,1999
['Adventure'],Tales of Monkey Island Complete Pack: Chapter 2 - The Siege of Spinner Cay,19.99,31180,Telltale Games,2009
['Casual'],Jewel Quest Pack,19.99,37960,iWin,2009
['Casual'],Mahjong Quest Collection,9.99,38000,iWin,2009
"['Adventure', 'Indie']","Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",4.99,37400,Size Five Games,2009
['Action'],Tom Clancy's Splinter Cell Chaos Theory®,9.99,13570,Ubisoft Montreal,2005
"['Action', 'Racing']",Crash Time 2,9.99,11390,Unknown,2009
['Strategy'],XIII Century – Gold Edition,4.99,34420,Unicorn Games Studio,2009
['Simulation'],World of Zoo,14.99,43100,Blue Fang,2009
['Simulation'],18 Wheels of Steel: Extreme Trucker,9.99,33730,Unknown,2009
"['Action', 'Adventure']",Mini Ninjas,9.99,35000,IO Interactive,2009
['Casual'],Freeze Tag Fun Pack #2,19.99,39392,"Freeze Tag Inc.,iQ212",2009
['Casual'],Freeze Tag Fun Pack #1,19.99,39391,"Freeze Tag Inc.,Joju Games,Linksolutions Ltd.,Dekovir Entertainment",1999
"['Adventure', 'Casual', 'Indie']",Windosill,2.99,37600,"Vectorpark, Inc.",2009
['Simulation'],Train Simulator: Colton &amp; Northern Route Add-On,24.99,24029,All Aboard,2009
"['Adventure', 'Casual']",Midnight Mysteries,9.99,32140,MumboJumbo,2009
['Adventure'],Tales of Monkey Island Complete Pack: Chapter 3 - Lair of the Leviathan,19.99,31190,Telltale Games,2009
['Action'],Joint Operations: Combined Arms Gold,19.99,32770,NovaLogic,2009
['Simulation'],Train Simulator: US Loco &amp; Asset Pack,17.99,208306,Dovetail Games,2009
['Simulation'],DinerTown Tycoon,9.99,37300,PlayFirst,2009
['Simulation'],Train Simulator: European Loco &amp; Asset Pack,19.99,208300,Dovetail Games,2009
['RPG'],Risen,9.99,40300,Piranha Bytes,2009
['Casual'],Flora's Fruit Farm,3.99,35070,Honeyslug,2009
['Strategy'],Empire: Total War™ - The Warpath Campaign,9.99,10606,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2009
"['Adventure', 'Indie']",Machinarium,9.99,40700,Amanita Design,2009
['Action'],Medal of Honor: Airborne,9.99,24840,EA Los Angeles,2007
['Racing'],Need for Speed: Shift,19.99,24870,Slightly Mad Studios,2009
['RPG'],Torchlight,14.99,41500,Runic Games,2009
['Strategy'],Command &amp; Conquer: Red Alert 3 - Uprising,19.99,24800,EA Los Angeles,2009
['Strategy'],The Stronghold Collection,19.99,901735,FireFly Studios,2009
['Strategy'],East India Company: Privateer,4.99,42800,Nitro Games,2009
['Action'],Painkiller: Resurrection,9.99,39560,Homegrown Games,2009
"['RPG', 'Strategy']",SpellForce 2 - Anniversary Edition,14.99,39550,"Phenomic,THQ Nordic",2009
['Adventure'],Secret Files: Tunguska,9.99,40330,Animation Arts,2009
['Strategy'],Rush for Berlin Gold,4.99,40320,Stormregion,2009
['Adventure'],Tales of Monkey Island Complete Pack: Chapter 4 - The Trial and Execution of Guybrush Threepwood,19.99,31200,Telltale Games,2009
['Strategy'],Men of War: Red Tide,4.99,3130,1C Company,2009
"['Action', 'Indie']",Hammerfight,4.99,41100,Konstantin Koshutin,2009
"['Action', 'RPG']",SpellForce - Platinum Edition,9.99,39540,Phenomic,2009
['Strategy'],Massive Assault: Phantom Renaissance,9.99,34640,Wargaming.net,2005
['Strategy'],Massive Assault,9.99,34630,Wargaming.net,2003
"['Action', 'Indie']",Serious Sam HD: The First Encounter,14.99,41000,Croteam,2009
['Adventure'],Secret Files 2: Puritas Cordis,9.99,40340,Animation Arts,2009
['RPG'],Dragon Age: Origins,19.99,17450,BioWare,2009
"['Action', 'RPG', 'Indie']",Aztaka,4.99,37100,Citeremis Inc.,2009
"['Indie', 'Casual']",Magnetis,1.99,37500,Yullaby,2009
['Strategy'],For The Glory: A Europa Universalis Game,9.99,42810,Crystal Empire Games,2009
['Action'],Call of Duty®: Modern Warfare® 2,19.99,10180,"Infinity Ward,Aspyr (Mac)",2009
['Adventure'],LEGO® Star Wars™ - The Complete Saga,19.99,32440,"Traveller's Tales,Feral Interactive (Mac)",2009
['RPG'],Overlord™,4.99,11450,"Triumph Studios,Virtual Programming",2007
['RPG'],Overlord™: Raising Hell,9.99,12710,"Triumph Studios,Virtual Programming",2008
['Strategy'],Command &amp; Conquer 3: Tiberium Wars,14.99,24790,EA Los Angeles,2007
"['Indie', 'Casual']",Yumsters 2: Around the World,4.99,29120,KranX Productions,2008
['Strategy'],Command &amp; Conquer 3: Kane's Wrath,19.99,24810,EA Los Angeles,2009
"['Indie', 'Simulation', 'Strategy']",Gratuitous Space Battles,14.99,41800,Positech Games,2009
['Simulation'],Wings of Prey,9.99,45300,Gaijin Entertainment,2009
"['Action', 'Adventure', 'RPG']",The Bard's Tale,9.99,41900,inXile Entertainment,2005
['Action'],Defence Alliance 2,0.0,35420,Defence Alliance Team,2009
['Action'],STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition,19.99,32430,"LucasArts,Aspyr Studios",2009
['RPG'],Fallout 3: Game of the Year Edition,19.99,22370,Bethesda Game Studios,2009
"['Strategy', 'Indie', 'Simulation']",Gratuitous Space Battles: The Tribe,5.99,41802,Positech Games,2009
['Simulation'],Build-A-Lot,9.99,38080,Hip Soft,2007
