id,price
4850,4.99
57640,5.99
62100,4.99
50145,9.99
34841,1.99
70300,4.99
48137,3.99
57300,19.99
70400,19.99
46600,3.99
34314,2.99
34310,2.99
70100,4.99
70110,4.99
38600,9.99
57620,14.99
34284,2.99
63910,14.99
24082,4.99
8930,29.99
49310,4.99
41060,9.99
70900,9.99
9940,2.99
22650,9.99
50620,19.99
2840,4.99
42920,9.99
29700,19.99
2850,4.99
70200,7.99
70210,14.99
47790,19.99
46450,9.99
45750,19.99
57800,4.99
22380,9.99
67000,6.99
80300,4.99
50000,9.99
16868,4.99
18040,14.99
71115,2.99
34317,2.99
71114,2.99
71112,2.99
71113,4.99
34319,2.99
34316,2.99
34315,2.99
6120,9.99
35460,9.99
32500,19.99
62000,4.99
33570,4.99
63700,9.99
46362,1.99
49320,4.99
72400,4.99
42964,1.99
43011,3.99
33980,9.99
65710,6.99
33990,12.99
33950,4.99
65400,9.99
42700,39.99
38923,0.99
72500,4.99
15740,4.99
38924,1.99
15750,9.99
45500,4.99
31290,19.99
12100,9.99
12120,14.99
35135,3.49
35137,3.49
35138,3.49
35136,3.49
12110,9.99
33390,9.99
92300,4.99
80000,14.99
47780,19.99
51060,9.99
65080,4.99
63200,4.99
60340,9.99
71116,2.99
71161,2.99
71119,2.99
71118,2.99
71117,2.99
71166,4.99
71165,2.99
71163,4.99
71164,2.99
71160,2.99
71120,2.99
47890,19.99
48802,3.99
47896,19.99
47892,19.99
47894,19.99
47893,19.99
47895,19.99
42000,4.99
47570,14.99
47897,19.99
57700,5.99
63660,5.99
90504,2.99
7520,19.99
24449,3.99
41814,6.99
42925,3.99
57650,9.99
40407,4.99
33770,19.99
47800,9.99
18408,4.99
63710,9.99
55100,19.99
80200,9.99
92400,2.99
56435,0.99
56433,2.99
56432,0.99
56431,0.99
39120,0.0
56437,29.99
94000,3.99
56434,2.99
92700,9.99
73012,3.99
48803,3.99
56536,6.99
44620,3.99
91200,9.99
46790,14.99
73170,9.99
57655,3.99
70000,9.99
57730,9.99
620,19.99
42918,4.99
91600,9.99
73020,19.99
56482,2.99
56438,9.99
56481,2.99
98200,24.99
56480,2.99
72905,4.99
22450,4.99
42140,9.99
47898,19.99
73181,5.99
73031,0.99
9992,1.99
46490,7.99
46480,7.99
42718,14.99
39160,14.99
57900,19.99
102700,0.0
9880,0.0
99900,0.0
22520,9.99
73014,3.99
7530,9.99
95700,0.0
49470,19.99
91810,9.99
49604,4.99
98210,5.99
97000,9.99
46760,9.99
46830,9.99
73035,2.99
46840,9.99
21100,19.99
73037,1.99
73036,1.99
24635,19.99
901679,1.99
25810,1.99
99100,14.99
44660,3.99
90209,6.99
25809,1.99
42903,4.99
22631,4.99
22634,4.99
22633,4.99
57656,2.99
22632,4.99
94590,9.99
35425,7.99
73192,3.99
105700,0.99
72750,4.99
56538,6.99
61100,4.99
65228,8.99
55205,0.99
102200,9.99
64013,1.99
15522,1.99
63802,0.99
92302,0.99
73183,2.99
42210,6.99
65790,4.99
92803,1.99
57690,14.99
42220,6.99
42230,6.99
111000,6.99
73193,3.99
38740,6.99
99612,4.99
99614,4.99
91604,9.99
70120,4.99
107200,9.99
97108,3.99
97106,2.99
97107,3.99
56487,6.99
72760,4.99
99910,0.0
18070,14.99
55150,29.99
63940,7.99
98400,14.99
73194,3.99
46520,9.99
22230,9.99
35450,19.99
33420,9.99
73185,5.99
49473,4.99
73210,9.99
110600,4.99
200080,6.99
200440,9.99
111400,4.99
57923,9.99
48220,19.99
9420,14.99
113200,4.99
90208,6.99
200230,4.99
9350,14.99
901776,18.99
201100,1.99
80202,2.99
80204,4.99
34842,1.99
95900,5.99
80207,3.99
45770,19.99
18080,1.99
200670,14.99
108210,0.0
65231,8.99
115100,9.99
47930,19.99
41816,5.99
201480,4.99
200910,4.99
200130,4.99
201490,9.99
65610,14.99
43190,8.99
102622,1.99
39270,6.99
24200,0.0
57696,2.99
71340,19.99
202670,6.99
102623,2.99
115300,39.99
110800,19.99
110810,11.99
64016,1.99
94203,4.99
94202,2.99
202521,1.99
61310,6.99
73092,2.99
91100,9.99
73091,1.99
34345,4.99
201272,1.59
73058,5.99
25812,1.99
46350,3.99
202200,19.99
24083,12.99
113400,0.0
80340,4.99
64017,1.99
35429,7.99
201510,9.99
201877,3.99
203700,1.99
57695,2.99
23530,9.99
49475,2.99
55344,0.99
55341,0.99
98820,2.99
55340,0.99
49337,4.99
55343,0.99
201310,9.99
35720,19.99
204381,3.99
203990,5.99
204030,9.99
200620,2.99
202452,2.99
204380,1.99
55395,2.99
200610,4.99
55471,2.99
55473,2.99
55472,2.99
55470,2.99
55347,9.99
23553,0.99
23552,0.99
23551,0.99
23550,0.99
200390,7.99
65244,12.99
24480,9.99
24488,4.99
204340,9.99
203510,19.99
9900,0.0
204386,2.99
204385,1.99
57740,19.99
204390,9.99
42968,9.99
105800,9.99
105802,5.99
111100,4.99
203210,9.99
205160,0.99
203770,39.99
203772,1.99
203773,1.99
92620,1.99
108710,9.99
24065,19.99
73039,1.99
10220,11.99
108110,13.99
200210,0.0
42905,1.99
55381,6.99
204440,9.99
205690,4.99
201882,9.99
207490,19.99
206760,9.99
206521,5.99
65249,12.99
206710,3.99
108500,19.99
206690,4.99
205830,9.99
108726,9.99
47932,19.99
115110,9.99
203560,4.99
65246,19.99
65253,8.99
207420,2.99
73060,9.99
207790,9.99
207710,4.99
204388,1.99
204382,3.99
207250,3.99
208110,9.99
208540,0.99
19320,4.99
207320,14.99
65733,8.99
204180,1.99
55382,6.99
110630,4.99
102850,9.99
102510,9.99
201271,29.99
205840,9.99
109500,4.99
206416,2.99
208630,9.99
208640,9.99
205630,6.99
206610,9.99
65252,8.99
208541,3.99
202310,9.99
202690,14.99
204560,9.99
65255,12.99
207430,6.99
202524,1.99
213530,0.0
213390,0.0
280720,19.99
202370,6.99
206881,5.99
40390,9.99
204383,3.99
40392,4.99
203750,14.99
209370,9.99
98300,9.99
201277,5.99
55397,2.99
211206,2.99
65258,19.99
108232,1.99
206714,4.99
203344,4.99
41014,19.99
41019,4.99
210230,19.99
211800,3.99
65256,8.99
65218,12.99
209100,29.99
211010,9.99
205530,9.99
90207,6.99
108230,5.99
108200,9.99
208281,19.99
208284,3.99
207350,19.99
208545,1.99
213370,14.99
204100,19.99
203766,1.99
203765,1.99
204182,0.99
212500,0.0
209790,9.99
207080,9.99
42170,14.99
213330,19.99
204900,2.99
212160,0.0
210561,7.99
42696,14.99
213030,4.99
203830,19.99
213195,34.99
206480,0.0
212630,19.99
210893,1.99
203778,9.99
200010,8.99
17080,0.0
210933,4.99
214170,5.99
210892,1.99
92622,1.99
205550,6.99
204384,3.99
97368,0.99
97364,0.99
210041,0.99
97371,0.99
97369,0.99
206522,39.99
210056,0.99
210057,0.99
210062,0.99
210055,0.99
48231,9.99
210039,0.99
210038,0.99
210037,0.99
210036,0.99
210035,0.99
210052,0.99
210043,0.99
210064,0.99
210063,0.99
210065,0.99
210067,0.99
210066,0.99
210069,12.99
210072,2.99
210073,2.99
213350,14.99
20828,2.99
215200,9.99
214980,0.99
215160,19.99
215000,1.99
210068,12.99
207650,9.99
207380,5.99
207655,2.99
207400,5.99
108233,1.99
108700,9.99
208355,12.99
215243,2.99
208365,8.99
210931,4.99
209270,4.99
208283,8.99
115120,14.99
215241,1.99
215240,1.99
212010,7.99
730,14.99
208580,9.99
217290,9.99
207670,1.99
208292,19.99
208341,7.99
208342,7.99
216458,0.99
216454,3.99
216447,6.99
216449,3.99
216444,5.99
72000,9.99
216455,2.99
216434,1.99
216432,9.99
216433,0.99
216448,2.99
216431,5.99
216461,1.49
216462,1.99
206450,4.99
200260,19.99
206440,9.99
214970,9.99
216468,29.99
61730,6.99
214981,4.99
33934,8.99
205950,7.99
97350,4.99
204312,2.49
204310,2.49
204308,2.49
204309,2.49
204307,1.49
204304,2.49
48232,9.99
210016,1.99
210018,1.99
210017,1.99
210012,9.99
210019,4.99
210013,9.99
205650,19.99
214570,7.99
65740,32.99
100980,99.99
205063,5.99
209670,19.99
217962,2.99
205060,9.99
213230,9.99
97380,0.99
97384,0.99
97385,0.99
97389,0.99
97381,0.99
206146,2.99
97388,0.99
97382,0.99
215510,4.99
208200,19.99
207870,9.99
215247,3.99
215246,1.99
222680,1.99
210901,0.99
206141,2.99
206120,7.99
206133,2.99
206119,2.99
206117,2.99
206114,2.99
206113,2.99
206106,2.99
206111,2.99
206131,2.99
206144,2.99
206094,2.99
206156,2.99
206123,2.99
206122,2.99
206107,7.99
206102,7.99
206148,11.99
206142,7.99
206160,2.99
206140,2.99
206155,2.99
206101,2.99
206095,2.99
206099,2.99
205190,29.99
219910,19.99
218090,19.99
215470,7.99
206151,2.99
206118,2.99
223220,14.99
205632,2.99
200370,9.99
209811,4.99
219150,9.99
215245,3.99
215248,1.99
204734,2.99
209080,4.99
4720,14.95
219760,5.99
73120,0.99
219780,19.99
206174,2.99
206175,2.99
223470,9.99
203680,14.99
220740,19.99
216130,14.99
113405,29.99
208830,2.99
200188,4.99
205541,5.99
207040,9.99
223730,9.99
222140,7.99
200490,12.99
215309,0.99
215303,0.99
215311,0.99
202970,59.99
202193,2.99
215253,2.99
220803,0.99
216331,1.99
220805,0.99
220804,0.99
220806,0.99
220807,0.99
215930,6.99
216414,0.99
216413,0.99
216412,0.99
216421,0.99
216417,0.99
216420,0.99
223593,19.99
223592,19.99
223594,19.99
208833,0.99
208842,0.99
208834,0.99
208841,0.99
200185,4.99
208361,6.99
223510,14.99
209201,3.99
225020,6.99
209190,9.99
44690,7.99
24676,19.99
221830,19.99
227000,9.99
222222,4.99
222221,0.99
212200,0.0
209950,9.99
224300,6.99
224920,6.99
224940,6.99
208319,6.99
224900,19.99
208491,4.99
215972,4.99
222061,7.99
105000,9.99
222058,2.99
219950,7.99
65216,19.99
226350,3.99
214987,0.99
214988,0.99
209460,4.99
205634,2.99
222066,2.99
222065,2.99
222063,2.99
222062,2.99
225640,14.99
65239,19.99
209801,2.99
218700,13.99
220813,4.99
220812,4.99
211280,9.99
220811,4.99
70616,2.99
222545,19.99
215710,9.99
203060,6.99
228600,9.99
41817,5.99
222076,2.99
226370,3.99
219136,69.99
225821,0.99
225822,0.99
22521,9.99
225823,0.99
225826,0.99
225828,0.99
225825,0.99
209545,9.99
209540,19.99
221810,14.99
228400,19.99
219152,9.99
220440,29.99
18523,4.99
227800,9.99
230760,4.99
206718,2.99
222083,2.99
222086,2.99
222084,2.99
222085,2.99
222087,2.99
210085,0.99
210084,0.99
210083,0.99
231140,9.99
210087,0.99
210113,19.99
226390,3.99
224820,6.99
215373,24.99
228320,14.99
209850,1.99
222093,2.99
222095,2.99
222094,2.99
227760,19.99
227130,9.99
222098,2.99
222097,2.99
222096,2.99
212673,9.99
229751,29.99
222099,7.99
223597,19.99
222100,2.99
222102,2.99
222101,2.99
223793,8.99
222138,7.99
233410,1.99
213197,9.99
209202,2.99
226740,9.99
230150,9.99
207000,9.99
230900,1.99
222660,9.99
222554,39.99
220160,19.99
223732,4.99
216174,19.99
232770,1.99
221040,29.99
232530,3.99
223280,4.99
234180,2.99
234900,9.99
208796,0.99
208793,0.99
208792,0.99
208790,0.99
208804,0.99
208805,0.99
208806,0.99
208810,2.99
234780,0.99
208814,3.99
233470,9.99
233550,9.99
222574,19.99
230650,14.99
227220,0.0
222556,19.99
98609,1.99
228440,7.99
235130,0.99
230885,2.49
234779,1.99
234778,1.99
234776,1.99
222576,19.99
234775,1.99
227090,5.99
227080,14.99
234777,1.99
233720,9.99
203343,1.99
230330,29.99
227480,9.99
232050,19.99
222380,1.99
215004,1.99
229250,3.99
215002,1.99
232750,14.99
234710,4.99
220660,29.99
235780,0.0
210770,14.99
234290,2.99
234820,39.99
208817,0.99
208818,0.99
208809,0.99
230887,4.99
208813,3.99
222575,19.99
222730,9.99
219098,14.99
227380,9.99
235070,4.99
209548,6.99
235150,0.99
222480,29.99
229755,19.99
210904,1.99
226660,1.99
210908,14.99
219445,29.99
219444,29.99
219447,29.99
222120,2.99
219446,29.99
229758,4.99
228300,29.99
208812,2.99
208791,0.99
229621,1.99
229622,1.99
214331,1.99
228601,4.99
229752,6.99
236290,2.99
208470,1.99
222581,19.99
236790,9.99
237570,4.99
238930,19.99
235360,9.99
231489,1.99
231488,1.99
231487,1.99
231486,1.99
231483,1.99
208375,7.99
230892,2.49
238950,4.99
208348,19.99
219442,29.99
208349,19.99
230891,2.49
231740,9.99
229480,14.99
235230,4.99
213901,0.99
226664,1.99
226663,1.99
2028850,4.99
226662,1.99
218550,9.99
232647,3.99
223598,19.99
237030,4.99
231430,19.99
219624,1.99
219623,1.99
213892,0.99
207011,1.99
224160,0.99
224161,0.99
224163,0.99
224165,0.99
213894,0.99
224162,0.99
213890,0.99
224167,0.99
224168,0.99
224164,0.99
237110,19.99
224166,0.99
239370,14.99
239380,16.99
239800,4.99
207620,4.99
210945,4.99
210944,7.99
210943,7.99
239660,0.0
225360,9.99
243360,19.99
225160,9.99
39140,11.99
230691,4.99
222589,19.99
221167,5.99
220285,14.99
235580,29.99
218065,0.99
201420,14.99
205080,9.99
237590,9.99
205083,5.99
233370,24.99
241320,9.99
219443,29.99
231463,2.99
231455,2.99
221166,4.99
243442,9.99
234650,14.99
238870,14.99
230890,4.99
207010,1.99
241410,9.99
214991,1.99
237550,14.99
228960,9.99
214990,1.99
214930,4.99
225429,4.99
234080,29.99
225428,4.99
222285,79.99
222284,49.99
222283,19.99
242300,2.99
217140,14.99
230690,1.99
222590,8.99
210870,9.99
219101,14.99
242630,2.99
240280,39.99
245810,39.99
223770,29.99
240300,19.99
245580,9.99
93304,4.99
243950,39.99
231485,1.99
231477,1.99
231484,1.99
238570,2.99
231040,9.99
241620,9.99
625170,3.99
625172,6.99
625171,5.0
226665,9.99
231465,2.99
212894,4.99
237630,14.99
226666,4.99
241950,1.99
222591,19.99
233840,24.99
244230,29.99
246562,1.99
205637,2.99
225426,4.99
242570,24.99
244870,7.99
222593,19.99
237800,3.99
222594,19.99
226720,24.99
243780,9.99
247292,2.99
247291,2.99
250810,39.99
244070,4.99
240340,9.99
235140,0.99
238900,2.99
231459,2.99
231482,1.99
250110,14.99
244710,9.99
250030,9.99
247190,44.99
246800,9.99
246360,2.99
222595,19.99
225430,2.99
239820,9.99
111915,14.99
111914,14.99
111916,14.99
111912,14.99
111913,14.99
111911,14.99
111900,19.99
111910,9.99
249630,7.99
224140,0.99
224141,0.99
224143,0.99
224144,0.99
224145,0.99
224180,4.99
224142,0.99
238320,19.99
231310,14.99
227600,14.99
233592,2.99
222596,19.99
237050,4.99
244060,14.99
247294,2.99
249102,1.99
255140,4.99
225431,3.99
259020,0.0
215860,0.99
240611,1.99
215859,0.99
215858,0.99
215856,0.99
215857,0.99
215855,0.99
215854,0.99
215853,0.99
215852,0.99
215851,0.99
249930,19.99
215850,4.99
226960,14.99
246980,9.99
222571,19.99
242780,14.99
244810,14.99
249310,49.99
205635,2.99
227310,9.99
248490,5.99
248350,9.99
237740,4.99
249680,4.99
248470,9.99
211992,4.99
243450,6.99
241364,4.99
236450,9.99
242960,6.99
245030,2.49
241368,1.99
231479,9.99
249101,1.99
249870,19.99
249100,1.99
217920,19.99
202652,1.99
246251,1.99
246252,1.99
246253,1.99
246255,1.99
246256,0.99
249105,1.99
246250,1.99
246257,0.99
222602,19.99
246254,1.99
238301,2.99
251370,4.99
245220,19.99
246050,19.99
220260,19.99
222599,24.99
243040,6.99
244930,0.0
221910,14.99
230692,1.99
229290,6.99
247140,7.99
250320,24.99
248710,4.99
253900,6.99
251310,14.99
250460,9.99
231720,4.99
242820,4.99
222606,19.99
242940,6.99
222611,19.99
244690,9.99
251410,9.99
205636,2.99
245390,5.99
250500,2.99
214730,14.99
257220,9.99
241910,19.99
248190,6.99
238010,19.99
238430,9.99
260250,1.99
260880,3.99
252330,9.99
259121,0.99
259120,0.99
247298,2.99
251850,14.99
247290,0.99
259190,6.99
259170,9.99
246580,19.99
247660,24.99
258540,0.99
235585,4.99
241540,13.98
260000,2.99
260080,1.99
260020,2.99
260040,2.99
259980,2.99
259960,2.99
252730,2.99
259940,2.99
253570,4.99
255160,49.99
244090,4.99
219830,9.99
260060,2.99
258355,2.99
239550,9.99
226620,14.99
248730,6.99
261420,9.99
261421,4.99
256050,19.99
248820,9.99
251990,9.99
108600,14.99
248290,4.99
243280,6.99
240660,9.99
259230,1.99
220825,1.99
255870,8.99
225340,29.99
237620,4.99
238273,39.99
238271,39.99
238272,29.99
238270,29.99
258358,2.99
252770,9.99
258359,2.99
258360,2.99
258362,2.99
258361,2.99
262141,14.99
231480,9.99
249110,1.99
258382,2.99
257750,9.99
260510,2.99
257770,9.99
248370,6.99
226667,9.99
258363,11.99
258365,2.99
248630,14.99
258364,2.99
258367,7.99
258366,2.99
258369,2.99
258370,2.99
258368,2.99
258371,7.99
258010,4.99
259490,4.99
260950,19.99
260470,1.99
260473,0.99
242050,19.99
252070,14.99
260474,1.99
258950,4.99
264750,1.99
260472,0.99
66002,4.99
253370,19.99
260471,0.99
261700,4.99
263100,0.99
260730,4.99
261940,11.99
222608,19.99
208370,19.99
247370,9.99
252370,4.99
252710,6.99
260860,9.99
247302,1.99
246564,4.99
253770,9.99
259600,6.99
260710,4.99
260690,4.99
266940,6.99
237619,6.99
252250,24.99
258377,11.99
258372,2.99
258373,2.99
258374,2.99
258375,2.99
258384,2.99
258385,2.99
258376,2.99
222621,6.99
257610,29.99
262940,24.99
257050,14.99
253110,9.99
259530,1.99
257990,4.99
259060,34.99
109600,0.0
248170,99.99
259830,9.99
253410,6.99
249170,5.99
259510,9.99
259470,5.99
258391,7.99
258388,2.99
235400,0.0
258390,2.99
266930,1.99
264802,2.99
267880,4.99
237090,4.99
246840,7.99
257120,9.99
263800,9.99
259680,6.99
229310,6.99
260190,14.99
268281,39.99
268280,29.99
261392,0.99
266740,4.99
262650,39.99
267600,9.99
267610,9.99
271100,6.99
265090,49.99
259122,0.99
261393,0.99
261397,0.99
261394,0.99
261396,0.99
261395,0.99
261398,0.99
261399,0.99
271415,11.99
215912,2.99
260650,4.99
264240,9.99
94400,9.99
201040,4.99
256510,3.99
271010,9.99
247305,2.99
260210,19.99
222613,39.99
272700,1.99
270700,6.99
267900,9.99
267920,9.99
245050,19.99
261740,4.99
261820,0.0
273290,4.99
269150,6.99
222880,9.99
257630,3.99
263560,4.99
272690,9.99
269210,5.99
271950,6.99
262790,14.99
249570,15.99
263320,6.99
271550,9.99
222627,19.99
203358,4.99
267980,9.99
253790,7.99
224480,14.99
271962,24.99
263880,6.99
271426,2.99
232990,0.99
267720,4.99
275350,6.99
271428,2.99
269230,9.99
271429,2.99
271427,2.99
271430,2.99
271433,2.99
271432,2.99
271431,11.99
237890,14.99
269570,14.99
263300,9.99
276440,4.99
10270,9.99
265690,14.99
222582,39.99
226672,1.99
226673,1.99
224040,9.99
257870,9.99
263460,6.99
250180,7.99
261960,4.99
271820,3.99
271440,2.99
271438,2.99
271439,2.99
271449,2.99
271450,2.99
271451,2.99
242920,19.99
253750,9.99
271453,2.99
271454,11.99
271452,2.99
275810,6.99
275830,6.99
265890,2.99
271900,2.99
258760,9.99
277721,2.99
259250,14.99
269030,9.99
278711,1.99
271445,2.99
271446,2.99
271447,2.99
271448,7.99
265610,11.99
279160,6.99
277590,14.99
239250,39.99
258813,1.99
247000,7.99
266170,9.99
255750,4.99
273760,9.99
283530,12.99
258812,3.99
270310,0.99
271455,2.99
271456,2.99
285550,1.99
214550,6.99
255280,9.99
251470,14.99
271457,2.99
280640,4.99
251510,9.99
274430,4.99
256230,34.99
283550,19.99
283551,24.99
284700,34.99
283552,24.99
281100,9.99
285800,4.99
266010,2.99
265870,9.99
258180,9.99
233150,9.99
270330,4.99
280560,4.99
271460,2.99
214932,14.99
271458,2.99
271459,2.99
222639,19.99
262390,19.99
274980,9.99
286970,4.99
286971,4.99
286972,4.99
286960,4.99
286964,4.99
286961,4.99
286962,4.99
286966,4.99
286963,4.99
286965,4.99
283880,2.99
275330,9.99
281560,5.99
276380,9.99
273150,0.99
273151,0.99
273152,0.99
271464,2.99
279420,9.99
271465,2.99
271466,2.99
271467,2.99
218820,19.99
270050,4.99
271469,11.99
266370,1.99
271468,2.99
258645,19.99
273380,14.99
287740,9.99
270650,1.99
282880,0.0
286460,9.99
278481,9.99
284710,9.99
283370,9.99
289340,4.99
289380,2.99
289440,3.99
289480,2.99
289280,3.99
281341,1.99
281340,3.99
281342,1.99
288040,4.99
292320,1.99
289600,9.99
286320,4.99
240970,9.99
287020,5.99
292350,0.99
277430,2.99
269110,14.99
287760,99.99
291150,0.0
286500,9.99
291290,4.99
283560,24.99
283040,9.99
271475,2.99
269550,29.96
271476,2.99
271477,2.99
291450,9.99
290280,1.99
258851,2.99
280680,9.99
256525,4.99
256524,4.99
256526,4.99
256527,4.99
256555,4.99
256549,4.99
256552,4.99
275163,4.99
275804,4.99
275807,4.99
275809,4.99
256554,4.99
256532,4.99
246680,9.99
284000,4.99
284020,4.99
283920,6.99
289540,4.99
271570,9.99
284950,6.99
283960,6.99
292880,4.99
283940,6.99
293420,8.99
260130,19.99
263540,0.0
282760,4.99
280380,1.99
289800,4.99
291270,1.99
279480,4.99
292160,3.99
289360,2.99
289220,2.99
289460,2.99
289200,2.99
283270,9.99
287091,9.99
287090,9.99
287094,9.99
287095,9.99
287092,9.99
287093,9.99
286340,4.99
288730,2.99
297570,9.99
283660,2.99
252570,5.99
293960,19.99
287720,4.99
281280,4.99
264080,6.99
292390,9.99
292410,9.99
284830,9.99
295770,4.99
296210,3.99
290406,2.99
289890,4.99
289320,2.99
279500,4.99
250640,7.99
289730,1.99
250300,9.99
244830,79.99
288500,6.99
281220,9.99
227780,9.99
222628,19.99
266050,7.99
